X, Y, Pressure, TiltX, TiltY, Time
818.6625,520.22,0.18359375,6727,5892,00:03.1133590
820.8,520.22,0.228515625,6694,5913,00:03.1289917
822.3675,520.6,0.32080078125,6694,5913,00:03.1447891
823.2225,519.966666666667,0.414306640625,6694,5913,00:03.1606858
823.5075,519.713333333333,0.462646484375,6724,5895,00:03.1759315
823.5075,519.713333333333,0.541748046875,6735,5968,00:03.1914655
821.5125,519.333333333333,0.629150390625,6781,5863,00:03.1982381
820.3725,519.713333333333,0.653076171875,6709,5304,00:03.2143011
816.24,520.853333333333,0.71484375,6353,5398,00:03.2143011
815.1,521.233333333333,0.73046875,6412,5468,00:03.2294859
812.1075,522.12,0.77734375,6610,5659,00:03.2451184
806.265,522.88,0.81689453125,6610,5659,00:03.2607364
804.555,523.133333333333,0.819580078125,6650,5637,00:03.2607364
798.285,524.02,0.821533203125,6814,5555,00:03.2607364
796.005,524.146666666667,0.8310546875,6903,5602,00:03.2764584
789.165,524.653333333333,0.861572265625,7123,5862,00:03.2764584
787.3125,524.906666666667,0.867919921875,7211,5932,00:03.2980920
780.9,525.92,0.88427734375,7428,6033,00:03.3139839
767.79,527.186666666667,0.911865234375,7532,5993,00:03.3293517
757.9575,527.186666666667,0.927978515625,7532,5993,00:03.3293517
755.1075,526.806666666667,0.93212890625,7532,5993,00:03.3449756
746.2725,524.02,0.941162109375,7598,5970,00:03.3449756
743.1375,522.753333333333,0.943359375,7634,5958,00:03.3605933
733.7325,518.32,0.947509765625,7697,5938,00:03.3762193
718.77,512.746666666667,0.949462890625,7920,6263,00:03.3983538
706.8,510.846666666667,0.949462890625,8041,6538,00:03.4139955
695.4,510.973333333333,0.949462890625,8113,6704,00:03.4296096
681.5775,511.986666666667,0.949462890625,8134,6755,00:03.4452308
671.175,512.746666666667,0.951416015625,8134,6755,00:03.4608559
661.2,512.493333333333,0.953369140625,8134,6755,00:03.4764864
651.225,511.606666666667,0.94921875,8193,6896,00:03.4764864
649.23,511.48,0.945556640625,8193,6896,00:03.4986144
643.245,511.226666666667,0.94775390625,8193,6896,00:03.4986144
641.25,511.226666666667,0.951416015625,8193,6896,00:03.5143134
633.4125,510.593333333333,0.965087890625,8193,6896,00:03.5298777
627.9975,509.706666666667,0.976806640625,8193,6896,00:03.5457652
622.155,508.82,0.986572265625,8216,6953,00:03.5615733
619.4475,508.313333333333,0.980712890625,8216,6953,00:03.5767880
614.745,507.553333333333,0.973388671875,8380,6965,00:03.5923732
609.9,507.806666666667,0.99267578125,8380,6965,00:03.6146044
606.0525,508.06,0.9775390625,8380,6965,00:03.6301478
603.4875,507.173333333333,0.985595703125,8380,6965,00:03.6457616
601.065,507.68,0.988037109375,8321,6982,00:03.6457616
600.3525,507.806666666667,0.984130859375,8321,6982,00:03.6613822
598.9275,507.933333333333,0.980224609375,8302,6929,00:03.6770031
597.075,508.186666666667,0.980224609375,8320,6923,00:03.6770031
596.6475,508.313333333333,0.980224609375,8320,6923,00:03.6991507
595.935,508.566666666667,0.982177734375,8320,6923,00:03.7147909
595.2225,508.82,0.990478515625,8320,6923,00:03.7304088
594.6525,509.326666666667,0.990478515625,8320,6923,00:03.7460323
594.0825,510.466666666667,0.994384765625,8320,6923,00:03.7774937
594.225,511.353333333333,0.99169921875,8320,6923,00:03.7774937
594.225,511.986666666667,0.99365234375,8320,6923,00:03.7991201
594.225,512.746666666667,0.99365234375,8320,6923,00:03.8147661
594.51,514.14,0.99072265625,8284,6821,00:03.8304258
594.6525,514.646666666667,0.99072265625,8284,6821,00:03.8463485
594.795,514.773333333333,0.99072265625,8264,6765,00:03.8463485
594.795,514.773333333333,0.99072265625,8264,6765,00:03.8463485
594.9375,515.026666666667,0.99072265625,8264,6765,00:03.8772485
595.365,515.026666666667,0.99072265625,8243,6771,00:03.8772485
595.65,514.393333333333,0.99462890625,8243,6771,00:03.8928776
596.9325,511.986666666667,0.99072265625,8283,6991,00:03.8928776
597.5025,511.226666666667,0.98779296875,8312,6982,00:03.8993931
598.6425,509.706666666667,0.992431640625,8338,6975,00:03.9150318
600.9225,505.78,0.998291015625,8338,6975,00:03.9308009
603.7725,498.053333333333,0.998291015625,8320,6924,00:03.9308009
604.3425,495.9,0.995361328125,8320,6924,00:03.9462769
606.3375,489.313333333333,0.98974609375,8203,6752,00:03.9618946
609.045,473.986666666667,0.98583984375,8043,6593,00:03.9775165
610.755,463.98,0.98583984375,7877,6480,00:03.9775165
611.1825,461.193333333333,0.98583984375,7845,6491,00:03.9931405
612.75,452.833333333333,0.98583984375,7757,6461,00:04.0152940
616.8825,433.326666666667,0.98583984375,7441,6612,00:04.0309161
618.3075,424.84,0.98583984375,7267,6721,00:04.0465369
618.0225,418.76,0.98583984375,7142,6814,00:04.0621651
619.1625,411.666666666667,0.9697265625,7095,6928,00:04.0778377
618.45,404.7,0.976806640625,6886,7145,00:04.0934032
618.45,403.813333333333,0.97314453125,6844,7195,00:04.0999224
618.5925,402.04,0.969482421875,6945,7381,00:04.1155717
619.7325,397.48,0.969482421875,7090,7585,00:04.1155717
620.0175,396.466666666667,0.969482421875,7131,7653,00:04.1314741
620.5875,391.906666666667,0.969482421875,7063,7761,00:04.1470766
621.1575,389.626666666667,0.969482421875,7050,7784,00:04.1624498
621.585,386.84,0.969482421875,6945,7996,00:04.1780961
621.4425,385.7,0.969482421875,6795,7927,00:04.1936790
621.585,385.32,0.969482421875,6734,8088,00:04.1936790
621.7275,385.066666666667,0.969482421875,6715,7988,00:04.2001965
621.87,384.686666666667,0.969482421875,6738,7930,00:04.2161864
622.0125,383.546666666667,0.969482421875,6765,7865,00:04.2315082
622.155,382.913333333333,0.969482421875,6756,7887,00:04.2471260
622.155,381.773333333333,0.969482421875,6748,7906,00:04.2627044
622.2975,381.013333333333,0.969482421875,6706,7793,00:04.2627044
622.2975,380.76,0.969482421875,6706,7793,00:04.2783270
622.2975,380,0.9716796875,6717,7769,00:04.2783270
622.2975,379.493333333333,0.97509765625,6717,7769,00:04.2939468
622.44,379.24,0.982421875,6701,7804,00:04.3160988
622.8675,376.96,0.97998046875,6669,7881,00:04.3317183
622.8675,376.96,0.97998046875,6661,7902,00:04.3473518
623.1525,376.706666666667,0.97998046875,6605,8059,00:04.3629636
623.295,376.326666666667,0.97998046875,6356,8414,00:04.3629636
623.295,376.326666666667,0.97998046875,6376,8309,00:04.3785845
623.7225,375.186666666667,0.97998046875,6396,8214,00:04.4005233
623.865,374.046666666667,0.97412109375,6417,7850,00:04.4163918
623.865,374.046666666667,0.98046875,6326,8159,00:04.4477277
623.295,373.54,0.997802734375,6624,8316,00:04.4630742
623.7225,373.54,0.997802734375,6717,8377,00:04.4630742
624.15,373.413333333333,0.99365234375,6876,8424,00:04.4942693
624.435,373.54,0.989501953125,6899,8333,00:04.5164662
623.865,377.72,0.1025390625,7060,5145,00:05.5023513
624.15,376.58,0.21240234375,7164,5310,00:05.5245000
624.15,376.58,0.36572265625,7196,5361,00:05.5245000
624.15,376.58,0.39794921875,7196,5361,00:05.5403134
624.2925,377.213333333333,0.527099609375,7196,5361,00:05.5560450
624.2925,377.213333333333,0.589599609375,7242,5436,00:05.5715576
624.2925,377.213333333333,0.652099609375,7302,5536,00:05.5869923
624.2925,377.213333333333,0.714599609375,7338,5596,00:05.6026158
624.2925,377.213333333333,0.7607421875,7338,5596,00:05.6026158
624.2925,377.213333333333,0.7666015625,7338,5596,00:05.6186303
624.2925,377.213333333333,0.780029296875,7367,5646,00:05.6404980
624.2925,377.213333333333,0.8427734375,7409,5718,00:05.6559456
624.435,376.96,0.8427734375,7408,5786,00:05.6717295
625.29,375.946666666667,0.87109375,7540,6017,00:05.6871355
625.7175,375.693333333333,0.88671875,7540,6017,00:05.7027563
627.9975,372.906666666667,0.9052734375,7510,5964,00:05.7027563
628.425,372.146666666667,0.9052734375,7510,5964,00:05.7027563
628.8525,371.513333333333,0.9052734375,7510,5964,00:05.7183839
629.9925,369.993333333333,0.9052734375,7510,5964,00:05.7405355
635.9775,365.813333333333,0.9052734375,7413,5763,00:05.7405355
636.975,365.686666666667,0.9052734375,7343,5381,00:05.7561654
639.9675,365.053333333333,0.9052734375,7194,5255,00:05.7717779
643.815,364.166666666667,0.89892578125,6946,5411,00:05.7873998
646.5225,363.28,0.89892578125,6903,5428,00:05.7873998
647.0925,363.153333333333,0.89892578125,6862,5445,00:05.8030168
648.66,362.14,0.89892578125,6824,5461,00:05.8030168
649.0875,361.886666666667,0.89892578125,6824,5461,00:05.8186433
650.37,361,0.901123046875,6824,5461,00:05.8251663
650.7975,360.746666666667,0.901123046875,6824,5461,00:05.8251663
651.225,360.62,0.904052734375,6863,5515,00:05.8408068
652.65,360.24,0.904052734375,6863,5515,00:05.8566469
652.5075,359.606666666667,0.904052734375,6869,5633,00:05.8566469
652.5075,359.48,0.904052734375,6940,5785,00:05.8722761
