X, Y, Pressure, TiltX, TiltY, Time
644.582515301998,521.77480078531,0.513908624649048,2396,2469,00:03.3395798
644.582515301998,521.77480078531,0.545403242111206,2396,2469,00:03.3556682
647.742233514263,519.14170227509,0.547356367111206,2396,2469,00:03.3701951
653.535050236748,512.874927820764,0.532219409942627,2396,2469,00:03.3865622
659.801824691073,504.34368864765,0.532219409942627,2396,2469,00:03.4035407
666.068599145398,494.864534010856,0.534905016422272,2396,2469,00:03.4224770
671.70342995727,484.753435731609,0.564446449279785,2396,2469,00:03.4325902
676.021711514032,473.694421988682,0.617669939994812,2396,2469,00:03.4527547
682.235823998152,454.999422566116,0.680415034294128,2396,2469,00:03.4683765
686.764753435732,440.412056819494,0.702876329421997,2396,2469,00:03.4835462
691.820302575355,425.666705162259,0.708247482776642,2396,2469,00:03.5041604
696.29657004273,413.185818223813,0.710200667381287,2396,2469,00:03.5122528
699.87758401663,403.23270585518,0.712153792381287,2396,2469,00:03.5350730
702.879316318282,396.755283520037,0.714106976985931,2396,2469,00:03.5425050
705.038457096662,392.85829772491,0.718257427215576,2396,2469,00:03.5816146
706.512992262386,391.015128767756,0.718257427215576,2396,2469,00:03.5871919
707.250259845248,392.48966393348,0.713130414485931,2396,2469,00:03.5885681
707.355583785657,393.226931516341,0.710688948631287,2396,2469,00:03.6020857
707.250259845248,398.124494745352,0.705806076526642,2376,2488,00:03.6275341
706.512992262386,412.343226700543,0.701655626296997,2335,2525,00:03.6397640
705.775724679524,429.458367016977,0.697749316692352,2291,2563,00:03.6402600
705.565076798707,434.461254186396,0.695307850837708,2269,2582,00:03.6562215
704.880471186049,451.787042383647,0.692378103733063,2199,2637,00:03.6562215
704.669823305231,457.737845016746,0.689692556858063,2176,2654,00:03.6697350
704.037879662779,476.906802171151,0.687251091003418,2153,2671,00:03.6770527
703.93255572237,483.436886476498,0.687251091003418,2153,2671,00:03.6856508
703.721907841552,502.342533779882,0.687251091003418,2131,2687,00:03.7010724
703.93255572237,527.514955537591,0.687251091003418,2131,2687,00:03.7021087
704.143203603187,533.83439196212,0.689936697483063,2131,2687,00:03.7150667
705.091119066867,552.160757593256,0.699214160442352,2131,2687,00:03.7338113
707.250259845248,575.174038572583,0.709224104881287,2131,2687,00:03.7338113
707.882203487701,580.703545444047,0.712886214256287,2131,2687,00:03.7458243
709.725372444855,596.712784386188,0.724605143070221,2131,2687,00:03.7468297
710.199330176695,601.768333525811,0.727534890174866,2131,2687,00:03.7624367
711.515879431805,615.934403510798,0.736324071884155,2131,2687,00:03.7753878
712.516456865689,632.364938214574,0.74633401632309,2131,2687,00:03.7914975
713.411710359164,646.373022288948,0.757076382637024,2131,2687,00:03.7924948
713.675020210186,649.374754590599,0.757076382637024,2131,2687,00:03.8218831
714.464949763252,657.010740270239,0.761959254741669,2131,2687,00:03.8410791
715.99214689918,663.751472456404,0.677729427814484,2131,2687,00:03.8432287
716.518766601224,664.278092158448,0.634271740913391,2131,2687,00:03.8488927
658.853909227394,669.491627208685,0.376211196184158,2272,1718,00:04.2096368
663.435500635177,670.123570851138,0.412344545125961,2272,1718,00:04.2165684
671.492782076452,669.017669476845,0.464103162288666,2272,1718,00:04.2354847
682.867767640605,666.121261115602,0.548577070236206,2272,1718,00:04.2357016
686.185471763483,665.173345651923,0.570305943489075,2272,1718,00:04.2477891
697.191823536205,662.382261231089,0.621332108974457,2272,1718,00:04.2630160
713.359048388959,658.801247257189,0.668940246105194,2272,1718,00:04.2775799
730.158216884167,655.852176925742,0.698725879192352,2272,1718,00:04.2914815
746.483427647534,653.640374177157,0.713130414485931,2272,1718,00:04.3080164
760.438849751703,652.48181083266,0.717036724090576,2272,1718,00:04.3312168
766.179004503984,652.271162951842,0.719233989715576,2272,1718,00:04.3334203
768.812103014205,652.271162951842,0.686030387878418,2272,1718,00:04.3360088
Time Elapsed till drawing started: 00:03.3372241
Time Elapsed till drawing submit: 00:04.9383323
