X, Y, Pressure, TiltX, TiltY, Time
740.795934865458,401.44219886823,0.531242847442627,1439,2494,00:04.0783257
732.317357662548,401.705508719252,0.528313100337982,1439,2494,00:04.0941148
723.733456519229,402.653424182931,0.563469886779785,1439,2494,00:04.1096102
717.78265388613,404.443931169881,0.617425799369812,1439,2494,00:04.1207607
712.621780806098,406.550409978058,0.637689769268036,1439,2494,00:04.1416089
696.928513685183,415.608268853216,0.690180838108063,1439,2494,00:04.1572353
688.344612541864,422.45432497979,0.707759201526642,1439,2494,00:04.1727608
681.49855641529,430.142972629634,0.729976356029511,1439,2494,00:04.1727608
680.076683219771,432.302113408015,0.735103368759155,1439,2494,00:04.1883947
677.390922739346,438.621549832544,0.750484466552734,1439,2494,00:04.2040317
675.811063633214,447.626746737499,0.754879057407379,1439,2494,00:04.2040317
675.75840166301,450.312507217924,0.754879057407379,1439,2494,00:04.2196665
676.443007275667,458.001154867768,0.754879057407379,1439,2494,00:04.2337031
679.076105785888,466.321746160065,0.752925932407379,1439,2494,00:04.2496291
685.764176001848,476.432844439312,0.744136691093445,1439,2494,00:04.2652534
687.186049197367,477.644069754013,0.741939425468445,1439,2494,00:04.2652534
688.555260422682,478.697309158101,0.7397421002388,1439,2494,00:04.2728626
691.241020903107,480.435154174847,0.7397421002388,1439,2494,00:04.2885672
696.559879893752,481.488393578935,0.735835790634155,1483,2472,00:04.2945480
697.981753089271,481.330407668322,0.732417762279511,1505,2461,00:04.3149867
708.988104861993,475.22161912461,0.720210552215576,1591,2414,00:04.3241541
712.200485044462,471.851253031528,0.716304242610931,1612,2402,00:04.3466191
720.310428455942,461.266197020441,0.697993457317352,1654,2377,00:04.3550838
722.732879085345,457.31654925511,0.692866384983063,1697,2349,00:04.3790414
729.262963390692,445.151634137891,0.692866384983063,1719,2335,00:04.3790414
730.158216884167,443.413789121146,0.692866384983063,1738,2322,00:04.4106537
734.423836470724,431.512183854949,0.690913259983063,1738,2322,00:04.4265669
736.16168148747,424.666127728375,0.688960075378418,1738,2322,00:04.4436255
737.372906802171,419.821226469569,0.688960075378418,1738,2322,00:04.4593158
738.426146206259,414.976325210763,0.688960075378418,1738,2322,00:04.4593158
738.689456057281,414.028409747084,0.688960075378418,1738,2322,00:04.4740865
739.216075759326,411.921930938908,0.688960075378418,1738,2322,00:04.4970222
741.006582746276,406.919043769488,0.688960075378418,1738,2322,00:04.5164445
741.638526388728,405.075874812334,0.690913259983063,1738,2322,00:04.5219853
741.638526388728,405.075874812334,0.690913259983063,1738,2322,00:04.5425202
741.480540478115,404.759902991108,0.688715934753418,1738,2322,00:04.5540244
741.164568656889,404.601917080494,0.686274528503418,1738,2322,00:04.5540244
741.164568656889,404.601917080494,0.686274528503418,1738,2322,00:04.5694076
740.795934865458,404.654579050699,0.684077203273773,1738,2322,00:04.5895731
740.216653193209,405.233860722947,0.683100640773773,1738,2322,00:04.6009528
739.532047580552,407.287677560919,0.685786247253418,1738,2322,00:04.6164793
738.79477999769,410.184085922162,0.685053765773773,1738,2322,00:04.6314580
737.899526504215,414.291719598106,0.694331288337708,1738,2322,00:04.6497480
737.00427301074,421.50640951611,0.709224104881287,1738,2322,00:04.6497480
736.898949070331,422.980944681834,0.712886214256287,1738,2322,00:04.6678553
736.635639219309,428.457789583093,0.724605143070221,1738,2322,00:04.6678553
736.635639219309,430.669592331678,0.726802468299866,1738,2322,00:04.6892994
737.109596951149,442.255225776649,0.7402303814888,1738,2322,00:04.6892994
737.214920891558,444.730338376256,0.744136691093445,1738,2322,00:04.6926326
737.320244831967,447.416098856681,0.74804300069809,1738,2322,00:04.7209443
738.531470146668,464.004619471071,0.767086267471313,1738,2322,00:04.7317279
738.952765908303,469.85009816376,0.778805196285248,1738,2322,00:04.7317279
739.163413789121,472.957154405821,0.783199787139893,1738,2322,00:04.7407723
739.321399699734,476.116872618085,0.787350296974182,1738,2322,00:04.7565345
739.900681371983,493.705970666359,0.797604322433472,1738,2322,00:04.7731877
740.058667282596,505.080956230512,0.82153046131134,1738,2322,00:04.7870426
739.848019401779,515.402702390576,0.835934996604919,1738,2322,00:04.8028370
739.584709550756,525.882434461254,0.843991756439209,1703,2277,00:04.8028370
739.426723640143,528.146899180044,0.843991756439209,1703,2277,00:04.8238335
738.478808176464,538.468645340109,0.848142206668854,1668,2232,00:04.8432455
736.793625129923,545.999307079339,0.857419669628143,1633,2188,00:04.8432455
736.16168148747,547.579166185472,0.860349416732788,1633,2188,00:04.8478596
735.477075874812,549.053701351195,0.863279163837433,1597,2142,00:04.8638134
730.31620279478,555.267813835316,0.887449443340302,1563,2097,00:04.8638134
728.99965353967,556.2683912692,0.891355752944946,1528,2052,00:04.8887572
722.890864995958,559.322785541056,0.904539585113525,1493,2008,00:04.9043820
713.938330061208,561.113292528006,0.90942245721817,1399,1790,00:04.9204449
707.355583785657,561.16595449821,0.91137558221817,1378,1735,00:04.9204449
705.038457096662,560.955306617392,0.91137558221817,1393,1723,00:04.9360823
692.030950456173,558.796165839011,0.913328766822815,1402,1644,00:04.9360823
689.713823767179,558.164222196559,0.913328766822815,1416,1632,00:04.9642987
683.394387342649,555.847095507564,0.91088730096817,1434,1544,00:04.9734425
681.49855641529,554.951842014089,0.900144934654236,1454,1525,00:04.9892140
673.125303152789,548.15844785772,0.562981605529785,1568,1407,00:04.9892140
672.598683450745,546.736574662201,0.316884100437164,1581,1393,00:04.9892140
Time Elapsed till drawing started: 00:04.0728427
Time Elapsed till drawing submit: 00:05.7150274
